sentence,spoiler,page,trope
"Also Kevin, a man whom Louise has a crush on in the first season (she is completely oblivious to the fact that  he is clearly gay , much to his bemusement).",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,CampGay
There's also Louise's  birth parents .,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,ChuckCunninghamSyndrome
"Her  birth mother and her husband  appear in one episode, and, in the following episode, her father, Brian, turns up.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,ChuckCunninghamSyndrome
They disappear after their respective episodes and are never seen from (and rarely mentioned) again.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,ChuckCunninghamSyndrome
"Jonny's  Action Man , which he named Corinthian (and later named his son after it).",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,CompanionCube
"In  Borry , Donna scratches the letters  'CUN'  onto Gaz's car as revenge for him   having an affair .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,CurseCutShort
"Gaz arrives before she can finish the word, and asks what a 'cun' is.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,CurseCutShort
" -  Jonny  is killed off-screen  after he is eaten by a shark in Hawaii , as  Ralf Little  wanted to leave the show to pursue a career in movies and other TV shows.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,DroppedABridgeOnHim
"Flo, Donna's mother , also suffered a similar fate when  she is hit by a truck off-screen , as  Beverley Callard  wished to leave the show to return to her role on  Coronation Street .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,DroppedABridgeOnHim
"Natalie Casey (Donna), standing right next to Smith at the time, is also clearly struggling to contain her laughter.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,EnforcedMethodActing
" - Donna, Louise and Jonny especially suffer from this in the later seasons.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,Flanderisation
" - Louise's mentally unstable  adoptive  mother, and her late  ""Auntie Nigel""  are mentioned frequently, but are never seen.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,TheGhost
" - There is an entire  Companion Show  dedicated to the show's outtakes, titled  Two Pints Outtakes .",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,HilariousOuttakes
 - Louise attempts to avoid giving any indication that  Gaz  is Corinthian's father.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,IllNeverTellYouWhatImTellingYou
She eventually encounters Gaz and says she's not going to tell him  he himself  is the father.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,IllNeverTellYouWhatImTellingYou
"Louise is usually saddled with keeping sordid secrets from the rest of the group - such as Janet sleeping with Gaz, and the fact that  Gaz is Corinthian's father .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,KeepingSecretsSucks
She's generally very bad at it.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,KeepingSecretsSucks
"She comes close to spilling the beans on the first secret (until Jonny eventually finds out for himself), but she's downright  useless  at  keeping the second one .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,KeepingSecretsSucks
"Happens in 'When Janet Killed Jonny': Louise  (after partially sawing through her own thigh) ""Oh, would you look at that.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,MajorInjuryUnderreaction
"""  (a beat; deadpan)  ""Now I am.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,TheModestOrgasm
"Ralf Little, according to his appearance on  Never Mind The Buzzcocks .",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,MoneyDearBoy
"The show's more dramatic and tearjerking moments also count, most notably the end of the seventh season opener, in which it is revealed that  Jonny has died .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,MoodWhiplash
"Although the very end of the episode throws in some humour to lighten the mood a little, it is still an unexpectedly shocking and heartbreaking moment.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,MoodWhiplash
Wesley slowly becomes this over the course of season eight.,FALSE,TwoPintsOfLagerAndAPacketOfCrisps,NiceGuy
 Louise does this to  herself  in the horror special .,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,OffWithHisHead
"Also, in a plotline that is considered by many to be fairly bad,  Gaz and Janet  suddenly fall in love, years after they had a one-night stand.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,SexEqualsLove
" - Tim's full name, Timothy Claypole, is a reference to  Rentaghost .",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,ShoutOut
And then she strips  again .,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,Stripperific
There's also the fact that he got Louise pregnant and wanted absolutely nothing to do with the baby.,FALSE,TwoPintsOfLagerAndAPacketOfCrisps,TeensAreMonsters
"In an ironic twist (and played for laughs), the horror episode features a giant  killer  Jammy Dodger that  eats Jonny's head , and turns him into a Dodger-headed zombie.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,TrademarkFavoriteFood
What a way to go!,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,TrademarkFavoriteFood
" - The episode 'Filthy Brunching', in which  Jonny is shot by the police at the episode's climax , the episode 'Dead', which begins with  Flo's funeral , the live episode 'When Jonny Met Sharky', in which  Jonny is killed off-screen by a shark , and the eighth season finale, 'Keep On Running', in which  Gaz is involved in a freaking  car explosion .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhamEpisode
"It later turns out to be Gaz, although Janet is oblivious to this fact .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhosYourDaddy
" - Gaz is terrified of sheep  (at least, until he takes steps to cure it in the seventh season - which doesn't seem to have worked all that well by the time the eighth season rolls around) .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhyDidItHaveToBeSnakes
"In later episodes, he is forced to deal with them, most notably in the last two episodes of the fifth season, in which he forces himself to face his fear so that he and Donna can move into their dream house in the countryside.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhyDidItHaveToBeSnakes
"Naturally, it doesn't go according to plan and they end up staying in Runcorn anyway.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhyDidItHaveToBeSnakes
"' reveals the origin of his fear -   Donna and Gaz are shown meeting for the first time, as five-year-olds, and Donna is holding a toy sheep that she has named Satan.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhyDidItHaveToBeSnakes
"She tells Gaz that he is a ""devil sheep"" who ""comes in the night and eats your eyes"".",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,WhyDidItHaveToBeSnakes
And Bill had numerous prophetic dreams given to her by her  Spirit Advisor    a biker whom it turned out   may have been  Dead All Along  due to a bike accident .,TRUE,TwoPointFourChildren,TheOtherDarrin
 - It is strongly implied that   Bill's mysterious motorcycle guy  was this.,TRUE,TwoPointFourChildren,DeadAllAlong
Bill   sees his obituary  in a stack of old newspapers she was going to throw away.,TRUE,TwoPointFourChildren,DeadAllAlong
Turns out   it was deodorant .,TRUE,UnhappilyEverAfter,MistakenForJunkie
Louis-Dreyfus has stated in interviews that he'll never be seen.,FALSE,Veep,TheGhost
"Chapel, a vigilante who makes sure those bad guys who thought they got away don't really get away.",FALSE,VengeanceUnlimited,ABC
"And believe you, he will call you for it.",FALSE,VengeanceUnlimited,ABC
"If you want your scripted series to succeed, don't put it up against  a rival network's best-rated show .",FALSE,VengeanceUnlimited,ScrewedByTheNetwork
"He is seen at the last episode,  and captured .",TRUE,VidasRobadas,HeWhoMustNotBeSeen
Duarte was shot SO many times at the ending... it took a round of a machine-gun and being in the very last episode to take him down for good.,FALSE,VidasRobadas,RasputinianDeath
"After giving birth, the real Yau Nim Chi died by choking on some food.",FALSE,VirtuesOfHarmony,DeathByChildbirth
It is better to be married than to become an aging power-hungry spinster.,FALSE,VirtuesOfHarmony,FamilyUnfriendlyAesop
"Princess Sah Sah, Fo Yim Yim, I'm talking to you.",FALSE,VirtuesOfHarmony,FamilyUnfriendlyAesop
"Imperial Brother-in-law Maan's palatial house is called ( ), or 'Egg-placing old man' ( )  At one point, Uncle Ling was given the name Mou Dak Fan (), or 'Not Allowed to Sleep' ().",FALSE,VirtuesOfHarmony,PunnyName
"Ah Yat, according to herself.",FALSE,VirtuesOfHarmony,TheUnfavorite
"Pretty much  all  of the victims in  The Fifth Woman , for example, were themselves horrible criminals who had been  Karma Houdinis  up to that point.",TRUE,Wallander,AssholeVictim
" Svedberg in  One Step Behind  ends being this, killed by  one of the men he was involved with, who ended up having been a mass murderer who preyed on happy people.",TRUE,Wallander,BuryYourGays
He killed Svedberg because he was too close to discovering his secret.,TRUE,Wallander,BuryYourGays
He   survives an assassination attempt  because he  trips over a rug .,TRUE,Wallander,ButtMonkey
"The Swedish productions avert this, of course, being... Swedish productions.",FALSE,Wallander,NorseByNorsewest
"In the Swedish episode  The Secret  Wallander breaks down and cries when he realises that   Stefan had committed suicide because he had been abused as a child  and that he could have helped, but chose not to listen to him.",TRUE,Wallander,TenderTears
Wallander is impressed by   Harderberg's philanthropic work for impoverished children in Africa.,TRUE,Wallander,YankTheDogsChain
He clearly feels that the man is a ray of goodness in an all-too-grim world.,TRUE,Wallander,YankTheDogsChain
He even smiles a bit!,TRUE,Wallander,YankTheDogsChain
"In the Swedish ""Mannen som log"", during a rough patch with his girlfriend, he meets a beautiful, sympathetic woman in a bar as he's  drowning his sorrows .",TRUE,Wallander,YankTheDogsChain
They have sex.,FALSE,Wallander,YankTheDogsChain
"A Swedish nationalist that   Wallander shoots dead  is played by Fredrik Gunnarsson, who is in the Swedish version as Officer Svartmann!",TRUE,Wallander,YouLookFamiliar
This is how Kaya announces sketches and clips.,FALSE,WasGuckstDu,CatchPhrase
This is  his way  of saying  You Shall Not Pass !,FALSE,WasGuckstDu,CatchPhrase
"This show provides examples of:   An Aesop Like most family sitcoms, most episodes had these.",FALSE,Webster,DiffrentStrokes
The show was originally going to be called  Another Ballgame  and center around the romantic relationship between George and Katherine.,FALSE,Webster,ExecutiveMeddling
"In season 2 Webster accidentally sets the Papadopouloses' apartment on fire, leading to the family moving to an old Victorian rehab.",FALSE,Webster,HouseFire
"Prior to this, Webster believes his parents are merely  ""away"" .",FALSE,Webster,MissingMom
"Hollywood Nerds  Gary and Wyatt, unable to hook up with real girls, use a computer to ""create"" the perfect woman:  Magical Girl  Lisa, whose powers initiate wacky adventures.",FALSE,WeirdScience,WeirdScience
The series changed settings from Illinois (in the original film) to California.,FALSE,WeirdScience,WeirdScience
He also showed genuine care  for a pet dog  he had for an episode.,FALSE,WeirdScience,JerkWithAHeartOfGold
The series also hasn't aired on American television in a decade.,FALSE,WeirdScience,KeepCirculatingTheTapes
"(By the way, the episode premiered a good year before  Scream  came out.",FALSE,WeirdScience,ShoutOut
"Wyatt, reviewing past entries of his journal, finds references to her.",FALSE,WeirdScience,WhoWritesThisCrap
Kaplan openly felt that Komack was not serving the show's best interests.,FALSE,WelcomeBackKotter,EndOfEpisodeSilliness
"John Travolta , of course, found his own place as a celebrity, leaving the show around the same time Gabe Kaplan did (returning every so often as a ""special guest star"").",FALSE,WelcomeBackKotter,EndOfEpisodeSilliness
"If I want to be ignored, I'll just go home.",FALSE,WelcomeBackKotter,BigScrewedUpFamily
"In the episode ""What Goes Up ... "", Freddie becomes addicted to painkillers (to heal a basketball injury); a naive Horshack takes Freddie at his word that said pills are ""vitamins,"" while the others are well-aware that Freddie is becoming dependent on them.",FALSE,WelcomeBackKotter,GRatedDrug
This article is not about whaling.,FALSE,WhaleWars,RealLife
"Season 2 added a ""Big Bank"" to the game, which began at $3,000; every time a player hit a Whammy, his/her winnings were added to the total.",FALSE,Whammy,CueIrony
"In Season 1, hitting a Whammy after getting ""Gem"" or both pieces took the car out of consideration; this was fixed with the Big Bank.",FALSE,Whammy,DoubleUnlock
